ID	probeset_id	ORF	synonym	pid	description	"	probe.id"
eco_gcs1_t08597	eco3136	mreC	b3250	16131138	"cell	wall	structural	complex	MreBCD	transmembrane	component	MreC	"	"eco_gcs1_t08597;eco_gcs1_t08596											"
eco_gcs1_t11675	eco1037	flgI	b1080	49176076	"flagellar	P-ring	protein	precursor	I	"	"eco_gcs1_t11675;eco_gcs1_t11678;eco_gcs1_t11677;eco_gcs1_t11679;eco_gcs1_t11680;eco_gcs1_t11676														"
eco_gcs1_t11944	eco2705	fucO	b2799	16130706	"L-1,2-propanediol	oxidoreductase	"	"eco_gcs1_t11944;eco_gcs1_t11945;eco_gcs1_t11946;eco_gcs1_t11947																	"
eco_gcs1_t05697	eco2042	yehE	b2112	16130050	"hypothetical	protein	"	"eco_gcs1_t05697;eco_gcs1_t05696;eco_gcs1_t05695																	"
eco_gcs1_t00826	eco0335	mhpA	b0347	16128332	"3-(3-hydroxyphenyl)propionate	hydroxylase	"	"eco_gcs1_t00826																	"
eco_gcs1_t06018	eco2157	gyrA	b2231	16130166	"DNA	gyrase	subunit	A	"	"eco_gcs1_t06018;eco_gcs1_t06019															"
eco_gcs1_t11163	eco4137	yjhG	b4297	16132118	"KpLE2	phage-like	element;	predicted	dehydratase	"	"eco_gcs1_t11163;eco_gcs1_t11165;eco_gcs1_t11164														"
eco_gcs1_t08148	eco2955	ygiP	b3060	16130956	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t08148;eco_gcs1_t08147															"
eco_gcs1_t06039	eco2161	nrdB	b2235	16130170	"ribonucleotide-diphosphate	reductase	beta	subunit	"	"eco_gcs1_t06039;eco_gcs1_t06040;eco_gcs1_t06041															"
eco_gcs1_t02464	eco0930	yccX	b0968	16128935	"predicted	acylphosphatase	"	"eco_gcs1_t02464																	"
eco_gcs1_t09504	eco3488	secB	b3609	16131480	"export	protein	SecB	"	"eco_gcs1_t09504																"
eco_gcs1_t01005	eco0413	cyoC	b0430	16128415	"cytochrome	o	ubiquinol	oxidase	subunit	III	"	"eco_gcs1_t01005;eco_gcs1_t01004													"
eco_gcs1_t08230	eco2993	yqjE	b3099	16130994	"conserved	inner	membrane	protein	"	"eco_gcs1_t08230															"
eco_gcs1_t08328	eco3033	yraI	b3143	16131035	"predicted	periplasmic	pilin	chaperone	"	"eco_gcs1_t08328;eco_gcs1_t08330;eco_gcs1_t08332;eco_gcs1_t08331;eco_gcs1_t08329															"
eco_gcs1_t07022	eco2532	recN	b2616	49176247	"recombination	and	repair	protein	"	"eco_gcs1_t07022;eco_gcs1_t07025;eco_gcs1_t07023;eco_gcs1_t07026;eco_gcs1_t07024															"
eco_gcs1_t10145	eco3726	yihI	b3866	16131706	"hypothetical	protein	"	"eco_gcs1_t10145;eco_gcs1_t10144																	"
eco_gcs1_t12163	eco3999	frdD	b4151	16131976	"fumarate	reductase	subunit	D	"	"eco_gcs1_t12163;eco_gcs1_t12162															"
eco_gcs1_t11267	eco4169	yjiE	b4327	16132148	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t11267;eco_gcs1_t11268;eco_gcs1_t11269															"
eco_gcs1_t01486	eco0587	ybdO	b0603	16128586	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t01486;eco_gcs1_t01489;eco_gcs1_t01485;eco_gcs1_t01488;eco_gcs1_t01487;eco_gcs1_t01490															"
eco_gcs1_t00944	eco0388	queA	b0405	16128390	"S-adenosylmethionine:tRNA	ribosyltransferase-isomerase	"	"eco_gcs1_t00944;eco_gcs1_t00946;eco_gcs1_t00945																	"
eco_gcs1_t06439	eco2303	ypdI	b2376	16130308	"predicted	lipoprotein	involved	in	colanic	acid	biosynthesis	"	"eco_gcs1_t06439;eco_gcs1_t06440												"
eco_gcs1_t00951	eco0390	yajC	b0407	16128392	"preprotein	translocase	subunit	YajC	"	"eco_gcs1_t00951;eco_gcs1_t00952															"
eco_gcs1_t02483	eco0941	appA	b0980	16128946	"phosphoanhydride	phosphorylase	"	"eco_gcs1_t02483;eco_gcs1_t02481;eco_gcs1_t02482																	"
eco_gcs1_t11520	eco0302	betI	b0313	49176011	"transcriptional	regulator	BetI	"	"eco_gcs1_t11520;eco_gcs1_t11519;eco_gcs1_t11518;eco_gcs1_t11517																"
eco_gcs1_t07366	eco2673	ygcN	b2766	90111484	"predicted	oxidoreductase	with	FAD/NAD(P)-binding	domain	"	"eco_gcs1_t07366														"
eco_gcs1_t09584	eco3509	rfaP	b3630	16131501	"kinase	that	phosphorylates	core	heptose	of	lipopolysaccharide	"	"eco_gcs1_t09584;eco_gcs1_t09585;eco_gcs1_t09582;eco_gcs1_t09581;eco_gcs1_t09583												"
eco_gcs1_t05837	eco2092	yeiL	b2163	49176193	"DNA-binding	transcriptional	activator	of	stationary	phase	nitrogen	survival	"	"eco_gcs1_t05837;eco_gcs1_t05839;eco_gcs1_t05840;eco_gcs1_t05838											"
eco_gcs1_t09097	eco3346	yhhP	b3470	16131342	"cell	developmental	protein	SirA	"	"eco_gcs1_t09097															"
eco_gcs1_t01699	eco0661	ybfH	b0691	90111161	"hypothetical	protein	"	"eco_gcs1_t01699;eco_gcs1_t01698																	"
eco_gcs1_t04912	eco1779	kdgR	b1827	16129781	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t04912;eco_gcs1_t04911															"
eco_gcs1_t03448	eco1294	abgB	b1337	16129298	"predicted	peptidase,	aminobenzoyl-glutamate	utilization	protein	"	"eco_gcs1_t03448;eco_gcs1_t03450;eco_gcs1_t03449														"
eco_gcs1_t08144	eco2952	bacA	b3057	16130953	"undecaprenyl	pyrophosphate	phosphatase	"	"eco_gcs1_t08144;eco_gcs1_t08145;eco_gcs1_t08143																"
eco_gcs1_t04103	eco1488	ydeH	b1535	16129494	"hypothetical	protein	"	"eco_gcs1_t04103;eco_gcs1_t04102;eco_gcs1_t04106;eco_gcs1_t04104;eco_gcs1_t04105																	"
eco_gcs1_t08359	eco3043	yhbO	b3153	90111548	"predicted	intracellular	protease	"	"eco_gcs1_t08359;eco_gcs1_t08360;eco_gcs1_t08361																"
eco_gcs1_t03580	eco1335	ydbK	b1378	16129339	"fused	predicted	pyruvate-flavodoxin	oxidoreductase:	conserved	protein/conserved	protein/FeS	binding	protein	"	"eco_gcs1_t03580;eco_gcs1_t03579;eco_gcs1_t03582;eco_gcs1_t03584;eco_gcs1_t03578;eco_gcs1_t03581;eco_gcs1_t03583										"
eco_gcs1_t11504	eco0264	insB-3	b0274	16128259	"CP4-6	prophage;	IS1	transposase	InsAB'	"	"eco_gcs1_t11504														"
eco_gcs1_t10549	eco3879	malF	b4033	16131859	"maltose	transporter	subunit	"	"eco_gcs1_t10549;eco_gcs1_t10552;eco_gcs1_t10551;eco_gcs1_t10550																"
eco_gcs1_t12399	eco4392	ryjA	b4459	49175990	"unknown	RNA	"	"eco_gcs1_t12399																	"
eco_gcs1_t01586	eco0624	ybeL	b0643	16128626	"hypothetical	protein	"	"eco_gcs1_t01586																	"
eco_gcs1_t03783	eco1396	ydcU	b1442	16129401	"predicted	spermidine/putrescine	transporter	subunit	"	"eco_gcs1_t03783;eco_gcs1_t03784															"
eco_gcs1_t07469	eco2708	fucI	b2802	16130709	"L-fucose	isomerase	"	"eco_gcs1_t07469;eco_gcs1_t07467;eco_gcs1_t07468																	"
eco_gcs1_t11911	eco2573	gabD	b2661	16130575	"succinate-semialdehyde	dehydrogenase	I,	NADP-dependent	"	"eco_gcs1_t11911;eco_gcs1_t11910;eco_gcs1_t11909;eco_gcs1_t11912															"
eco_gcs1_t09413	eco3451	yiaI	b3573	16131444	"predicted	hydrogenase,	4Fe-4S	ferredoxin-type	component	"	"eco_gcs1_t09413;eco_gcs1_t09412														"
eco_gcs1_t02873	eco1086	phoQ	b1129	16129092	"sensory	histidine	kinase	in	two-compoent	regulatory	system	with	PhoP	"	"eco_gcs1_t02873;eco_gcs1_t02874;eco_gcs1_t02876;eco_gcs1_t02875;eco_gcs1_t02872										"
eco_gcs1_t07781	eco2806	gcvT	b2905	16130807	"glycine	cleavage	system	aminomethyltransferase	T	"	"eco_gcs1_t07781														"
eco_gcs1_t11747	eco1743	yeaO	b1792	90111333	"hypothetical	protein	"	"eco_gcs1_t11747																	"
eco_gcs1_t00558	eco0220	dinB	b0231	16128217	"DNA	polymerase	IV	"	"eco_gcs1_t00558;eco_gcs1_t00556;eco_gcs1_t00557;eco_gcs1_t00559																"
eco_gcs1_t09376	eco3441	yiaB	b3563	90111617	"conserved	inner	membrane	protein	"	"eco_gcs1_t09376;eco_gcs1_t09374;eco_gcs1_t09375															"
eco_gcs1_t06279	eco2260	yfcP	b2333	16130268	"predicted	fimbrial-like	adhesin	protein	"	"eco_gcs1_t06279															"
eco_gcs1_t03276	eco1231	cysB	b1275	16129236	"DNA-binding	transcriptional	dual	regulator,	O-acetyl-L-serine-binding	"	"eco_gcs1_t03276;eco_gcs1_t03279;eco_gcs1_t03281;eco_gcs1_t03277;eco_gcs1_t03278;eco_gcs1_t03280														"
eco_gcs1_t06821	eco2456	yfhR	b2534	49176236	"predicted	peptidase	"	"eco_gcs1_t06821;eco_gcs1_t06822;eco_gcs1_t06823;eco_gcs1_t06824;eco_gcs1_t06820																	"
eco_gcs1_t08692	eco3167	trkA	b3290	16131169	"potassium	transporter	peripheral	membrane	component	"	"eco_gcs1_t08692;eco_gcs1_t08695;eco_gcs1_t08696;eco_gcs1_t08693;eco_gcs1_t08694;eco_gcs1_t08691														"
eco_gcs1_t07141	eco2571	ygaT	b2659	90111476	"hypothetical	protein	"	"eco_gcs1_t07141;eco_gcs1_t07142																	"
eco_gcs1_t02973	eco1122	ymgA	b1165	16129128	"hypothetical	protein	"	"eco_gcs1_t02973;eco_gcs1_t02972;eco_gcs1_t02971																	"
eco_gcs1_t01693	eco0659	ybfP	b0689	16128665	"hypothetical	protein	"	"eco_gcs1_t01693;eco_gcs1_t01692;eco_gcs1_t01694																	"
eco_gcs1_t08483	eco3101	gltD	b3213	16131103	"glutamate	synthase,	4Fe-4S	protein,	small	subunit	"	"eco_gcs1_t08483													"
eco_gcs1_t07392	eco2682	ygcE	b2776	16130683	"predicted	kinase	"	"eco_gcs1_t07392;eco_gcs1_t07391;eco_gcs1_t07394;eco_gcs1_t07390;eco_gcs1_t07395;eco_gcs1_t07393																	"
eco_gcs1_t08667	eco3158	yrdB	b3280	16131161	"hypothetical	protein	"	"eco_gcs1_t08667;eco_gcs1_t08668																	"
eco_gcs1_t10870	eco4007	yjeP	b4159	16131984	"predicted	mechanosensitive	channel	"	"eco_gcs1_t10870;eco_gcs1_t10871;eco_gcs1_t10869;eco_gcs1_t10868																"
eco_gcs1_t03119	eco1177	chaB	b1217	16129180	"cation	transport	regulator	"	"eco_gcs1_t03119																"
eco_gcs1_t09362	eco3439	yiaH	b3561	16131432	"conserved	inner	membrane	protein	"	"eco_gcs1_t09362;eco_gcs1_t09364;eco_gcs1_t09363;eco_gcs1_t09366;eco_gcs1_t09365;eco_gcs1_t09367															"
eco_gcs1_t09610	eco3519	dut	b3640	16131511	"deoxyuridine	5'-triphosphate	nucleotidohydrolase	"	"eco_gcs1_t09610;eco_gcs1_t09611																"
eco_gcs1_t08464	eco3095	yrbL	b3207	16131097	"hypothetical	protein	"	"eco_gcs1_t08464																	"
eco_gcs1_t01178	eco0480	ybbC	b0498	16128482	"hypothetical	protein	"	"eco_gcs1_t01178;eco_gcs1_t01177																	"
eco_gcs1_t04774	eco1729	yeaA	b1778	16129732	"methionine	sulfoxide	reductase	B	"	"eco_gcs1_t04774;eco_gcs1_t04775															"
eco_gcs1_t05873	eco2105	spr	b2175	16130113	"predicted	peptidase,	outer	membrane	lipoprotein	"	"eco_gcs1_t05873;eco_gcs1_t05874;eco_gcs1_t05875;eco_gcs1_t05872														"
eco_gcs1_t08305	eco3021	agaR	b3131	16131023	"DNA-binding	transcriptional	dual	regulator	"	"eco_gcs1_t08305;eco_gcs1_t08304															"
eco_gcs1_t03576	eco1334	ompN	b1377	16129338	"outer	membrane	pore	protein	N,	non-specific	"	"eco_gcs1_t03576;eco_gcs1_t03573;eco_gcs1_t03574;eco_gcs1_t03577;eco_gcs1_t03575													"
eco_gcs1_t08237	eco2999	yhaJ	b3105	16131000	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t08237															"
eco_gcs1_t03760	eco1388	ydcN	b1434	16129393	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t03760;eco_gcs1_t03759;eco_gcs1_t03758															"
eco_gcs1_t02270	eco0871	ycaL	b0909	90111186	"predicted	peptidase	with	chaperone	function	"	"eco_gcs1_t02270;eco_gcs1_t02271;eco_gcs1_t02269;eco_gcs1_t02272														"
eco_gcs1_t04163	eco1514	ydfU	b1560	90111297	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04163;eco_gcs1_t04164															"
eco_gcs1_t09238	eco3395	treF	b3519	16131391	"cytoplasmic	trehalase	"	"eco_gcs1_t09238;eco_gcs1_t09237																	"
eco_gcs1_t07482	eco2712	ygdE	b2806	16130713	"predicted	methyltransferase	"	"eco_gcs1_t07482;eco_gcs1_t07484;eco_gcs1_t07483;eco_gcs1_t07481																	"
eco_gcs1_t11862	eco2331	ypeB	b4546	94541121	"hypothetical	protein	"	"eco_gcs1_t11862																	"
eco_gcs1_t09058	eco3318	yhhZ	b3442	16131314	"hypothetical	protein	"	"eco_gcs1_t09058;eco_gcs1_t09057;eco_gcs1_t09055;eco_gcs1_t09056																	"
eco_gcs1_t00054	eco0025	ribF	b0025	16128019	"hypothetical	protein	"	"eco_gcs1_t00054																	"
eco_gcs1_t10304	eco3783	fpr	b3924	16131762	"ferredoxin-NADP	reductase	"	"eco_gcs1_t10304																	"
eco_gcs1_t09520	eco3495	tdh	b3616	16131487	"L-threonine	3-dehydrogenase	"	"eco_gcs1_t09520;eco_gcs1_t09521;eco_gcs1_t09522																	"
eco_gcs1_t11713	eco1328	lomR_2	b1371	90111260	"Rac	prophage;	predicted	protein,	C-ter	fragment	(pseudogene)	"	"eco_gcs1_t11713												"
eco_gcs1_t12013	eco3190	rpmC	b3312	16131191	"50S	ribosomal	protein	L29	"	"eco_gcs1_t12013															"
eco_gcs1_t03237	eco1215	yciG	b1259	90111238	"hypothetical	protein	"	"eco_gcs1_t03237																	"
eco_gcs1_t02780	eco1054	yceG	b1097	16129060	"predicted	aminodeoxychorismate	lyase	"	"eco_gcs1_t02780;eco_gcs1_t02781																"
eco_gcs1_t03828	eco1412	yncI	b1458	16129417	"hypothetical	protein	"	"eco_gcs1_t03828;eco_gcs1_t03827;eco_gcs1_t03829;eco_gcs1_t03830;eco_gcs1_t03831;eco_gcs1_t03832																	"
eco_gcs1_t09220	eco3391	gadW	b3515	16131387	"DNA-binding	transcriptional	activator	"	"eco_gcs1_t09220;eco_gcs1_t09221;eco_gcs1_t09219;eco_gcs1_t09217;eco_gcs1_t09218																"
eco_gcs1_t09315	eco3420	dppB	b3543	16131415	"dipeptide	transporter	"	"eco_gcs1_t09315;eco_gcs1_t09313;eco_gcs1_t09314																	"
eco_gcs1_t04828	eco1745	yeaP	b1794	90111334	"predicted	diguanylate	cyclase	"	"eco_gcs1_t04828;eco_gcs1_t04825;eco_gcs1_t04827;eco_gcs1_t04824;eco_gcs1_t04826																"
eco_gcs1_t08904	eco3261	yhfZ	b3383	49176343	"hypothetical	protein	"	"eco_gcs1_t08904;eco_gcs1_t08906;eco_gcs1_t08905																	"
eco_gcs1_t01622	eco0632	rihA	b0651	16128634	"ribonucleoside	hydrolase	1	"	"eco_gcs1_t01622;eco_gcs1_t01623;eco_gcs1_t01621																"
eco_gcs1_t06348	eco2280	yfdK	b2354	16130286	"CPS-53	(KpLE1)	prophage;	conserved	protein	"	"eco_gcs1_t06348;eco_gcs1_t06349;eco_gcs1_t06346;eco_gcs1_t06347														"
eco_gcs1_t10656	eco3917	nrfB	b4071	90111682	"nitrite	reductase,	formate-dependent,	penta-heme	cytochrome	c	"	"eco_gcs1_t10656													"
eco_gcs1_t11131	eco4120	yjhD	b4281	90111720	"KpLE2	phage-like	element;	predicted	protein	(pseudogene)	"	"eco_gcs1_t11131													"
eco_gcs1_t01955	eco0752	ybhO	b0789	16128757	"cardiolipin	synthase	2	"	"eco_gcs1_t01955;eco_gcs1_t01957;eco_gcs1_t01956																"
eco_gcs1_t11539	eco0345	frmR	b0357	90111119	"regulator	protein	that	represses	frmRAB	operon	"	"eco_gcs1_t11539;eco_gcs1_t11538													"
eco_gcs1_t08733	eco3196	rplW	b3318	16131197	"50S	ribosomal	protein	L23	"	"eco_gcs1_t08733;eco_gcs1_t08732															"
eco_gcs1_t09904	eco3630	rbsC	b3750	16131618	"ribose	ABC	transporter	permease	protein	"	"eco_gcs1_t09904;eco_gcs1_t09902;eco_gcs1_t09903														"
eco_gcs1_t12186	eco4090	pyrL	b4246	16132068	"pyrBI	operon	leader	peptide	"	"eco_gcs1_t12186															"
eco_gcs1_t11288	eco4181	yjiQ	b4339	16132160	"predicted	transposase	"	"eco_gcs1_t11288;eco_gcs1_t11289																	"
eco_gcs1_t12470	eco4320	gltW	b2590	49175990	"Anticodon:	TTC	"	"eco_gcs1_t12470																	"
eco_gcs1_t03321	eco1244	rnb	b1286	16129247	"exoribonuclease	II	"	"eco_gcs1_t03321;eco_gcs1_t03318;eco_gcs1_t03320;eco_gcs1_t03319																	"
eco_gcs1_t04078	eco1480	yneK	b1527	16129486	"hypothetical	protein	"	"eco_gcs1_t04078;eco_gcs1_t04075;eco_gcs1_t04074;eco_gcs1_t04079;eco_gcs1_t04076;eco_gcs1_t04077																	"
eco_gcs1_t03239	eco1216	trpA	b1260	16129221	"tryptophan	synthase	subunit	alpha	"	"eco_gcs1_t03239;eco_gcs1_t03238															"
eco_gcs1_t06674	eco2397	ypfJ	b2475	16130400	"hypothetical	protein	"	"eco_gcs1_t06674;eco_gcs1_t06673;eco_gcs1_t06672																	"
eco_gcs1_t02000	eco0774	glnH	b0811	16128779	"glutamine	ABC	transporter	periplasmic	protein	"	"eco_gcs1_t02000;eco_gcs1_t01999;eco_gcs1_t01998;eco_gcs1_t01997;eco_gcs1_t01996														"
eco_gcs1_t03356	eco1261	pspF	b1303	90111246	"DNA-binding	transcriptional	activator	"	"eco_gcs1_t03356;eco_gcs1_t03355																"
eco_gcs1_t04373	eco1589	gst	b1635	16129593	"glutathionine	S-transferase	"	"eco_gcs1_t04373;eco_gcs1_t04372;eco_gcs1_t04374																	"
eco_gcs1_t05747	eco2059	yehY	b2130	16130068	"predicted	transporter	subunit:	membrane	component	of	ABC	superfamily	"	"eco_gcs1_t05747;eco_gcs1_t05746											"
eco_gcs1_t02154	eco0839	ybjD	b0876	16128844	"conserved	protein	with	nucleoside	triphosphate	hydrolase	domain	"	"eco_gcs1_t02154;eco_gcs1_t02153;eco_gcs1_t02152												"
eco_gcs1_t05221	eco1890	fliL	b1944	16129891	"flagellar	basal	body-associated	protein	FliL	"	"eco_gcs1_t05221														"
eco_gcs1_t02731	eco1032	flgD	b1075	16129038	"flagellar	basal	body	rod	modification	protein	D	"	"eco_gcs1_t02731												"
eco_gcs1_t10540	eco3876	yjbA	b4030	16131856	"phosphate-starvation-inducible	protein	PsiE	"	"eco_gcs1_t10540																"
eco_gcs1_t10615	eco3902	yjbQ	b4056	16131882	"hypothetical	protein	"	"eco_gcs1_t10615																	"
eco_gcs1_t11927	eco2615	gutQ	b2708	90111480	"predicted	phosphosugar-binding	protein	"	"eco_gcs1_t11927;eco_gcs1_t11924;eco_gcs1_t11925;eco_gcs1_t11926																"
eco_gcs1_t08065	eco2920	qseB	b3025	16130921	"DNA-binding	response	regulator	in	two-component	regulatory	system	with	QseC	"	"eco_gcs1_t08065;eco_gcs1_t08063;eco_gcs1_t08064										"
eco_gcs1_t02212	eco0856	dmsA	b0894	90111183	"dimethyl	sulfoxide	reductase,	anaerobic,	subunit	A	"	"eco_gcs1_t02212;eco_gcs1_t02214;eco_gcs1_t02213;eco_gcs1_t02215													"
eco_gcs1_t08154	eco2959	ygjD	b3064	16130960	"O-sialoglycoprotein	endopeptidase	"	"eco_gcs1_t08154																	"
eco_gcs1_t11442	eco4240	creD	b4400	16132217	"inner	membrane	protein	"	"eco_gcs1_t11442;eco_gcs1_t11439;eco_gcs1_t11440;eco_gcs1_t11438;eco_gcs1_t11441																"
eco_gcs1_t04516	eco1641	ydiL	b1689	90111316	"hypothetical	protein	"	"eco_gcs1_t04516;eco_gcs1_t04515																	"
eco_gcs1_t01028	eco0421	clpX	b0438	16128423	"ATP-dependent	protease	ATP-binding	subunit	"	"eco_gcs1_t01028;eco_gcs1_t01031;eco_gcs1_t01029;eco_gcs1_t01030															"
eco_gcs1_t12189	eco4129	fecC	b4289	16132110	"KpLE2	phage-like	element;	iron-dicitrate	transporter	subunit	"	"eco_gcs1_t12189;eco_gcs1_t12188													"
eco_gcs1_t02471	eco0934	hyaB	b0973	16128939	"hydrogenase	1,	large	subunit	"	"eco_gcs1_t02471;eco_gcs1_t02469;eco_gcs1_t02470															"
eco_gcs1_t11121	eco4118	yjhB	b4279	90111718	"KpLE2	phage-like	element;	predicted	transporter	"	"eco_gcs1_t11121;eco_gcs1_t11122;eco_gcs1_t11119;eco_gcs1_t11123;eco_gcs1_t11120;eco_gcs1_t11124														"
eco_gcs1_t04254	eco1550	asr	b1597	90111305	"acid	shock	protein	precursor	"	"eco_gcs1_t04254															"
eco_gcs1_t08355	eco3039	yraO	b3149	16131041	"DnaA	initiator-associating	factor	for	replication	initiation	"	"eco_gcs1_t08355;eco_gcs1_t08354													"
eco_gcs1_t08420	eco3068	yhbY	b3180	16131070	"predicted	RNA-binding	protein	"	"eco_gcs1_t08420																"
eco_gcs1_t00657	eco0279	yagV	b0289	90111108	"hypothetical	protein	"	"eco_gcs1_t00657;eco_gcs1_t00659;eco_gcs1_t00658;eco_gcs1_t00660																	"
eco_gcs1_t07649	eco2767	ygeR	b2865	90111503	"Tetratricopeptide	repeat	transcriptional	regulator	"	"eco_gcs1_t07649;eco_gcs1_t07650;eco_gcs1_t07651															"
eco_gcs1_t04404	eco1602	ydhL	b1648	90111312	"hypothetical	protein	"	"eco_gcs1_t04404																	"
eco_gcs1_t11873	eco2360	eutL	b2439	16130364	"predicted	carboxysome	structural	protein	with	predicted	role	in	ethanolamine	utilization	"	"eco_gcs1_t11873;eco_gcs1_t11872;eco_gcs1_t11874									"
eco_gcs1_t04167	eco1515	rem	b1561	16129520	"Qin	prophage;	predicted	protein	"	"eco_gcs1_t04167;eco_gcs1_t04165;eco_gcs1_t04166															"
eco_gcs1_t11769	eco1959	hisA	b2024	90111374	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]	imidazole-4-carboxamide	isomerase	"	"eco_gcs1_t11769;eco_gcs1_t11770																"
eco_gcs1_t01785	eco0687	ybgP	b0717	16128692	"predicted	assembly	protein	"	"eco_gcs1_t01785;eco_gcs1_t01783;eco_gcs1_t01784																"
eco_gcs1_t11721	eco1420	narW	b1466	16129425	"nitrate	reductase	2	(NRZ),	delta	subunit	(assembly	subunit)	"	"eco_gcs1_t11721;eco_gcs1_t11722;eco_gcs1_t11720											"
eco_gcs1_t09041	eco3310	asd	b3433	16131307	"aspartate-semialdehyde	dehydrogenase	"	"eco_gcs1_t09041;eco_gcs1_t09043;eco_gcs1_t09042																	"
eco_gcs1_t06085	eco2180	yfbF	b2254	16130189	"undecaprenyl	phosphate-L-Ara4FN	transferase	"	"eco_gcs1_t06085;eco_gcs1_t06088;eco_gcs1_t06087;eco_gcs1_t06086																"
eco_gcs1_t00266	eco0118	speE	b0121	16128114	"spermidine	synthase	"	"eco_gcs1_t00266;eco_gcs1_t00265;eco_gcs1_t00267																	"
eco_gcs1_t06486	eco2321	yfeA	b2395	90111428	"predicted	diguanylate	cyclase	"	"eco_gcs1_t06486;eco_gcs1_t06488;eco_gcs1_t06489;eco_gcs1_t06491;eco_gcs1_t06487;eco_gcs1_t06490;eco_gcs1_t06492																"
eco_gcs1_t00828	eco0337	mhpC	b0349	90111115	"2-hydroxy-6-ketonona-2,4-dienedioic	acid	hydrolase	"	"eco_gcs1_t00828;eco_gcs1_t00827																"
eco_gcs1_t12454	eco4252	aspU	b0206	49175990	"Anticodon:	GTC	"	"eco_gcs1_t12454																	"
eco_gcs1_t10844	eco3992	yjeK	b4146	16131971	"predicted	lysine	aminomutase	"	"eco_gcs1_t10844;eco_gcs1_t10843																"
eco_gcs1_t09248	eco3398	yhjD	b3522	16131394	"conserved	inner	membrane	protein	"	"eco_gcs1_t09248;eco_gcs1_t09245;eco_gcs1_t09246;eco_gcs1_t09247															"
eco_gcs1_t12169	eco4010	orn	b4162	90111697	"oligoribonuclease	"	"eco_gcs1_t12169;eco_gcs1_t12171;eco_gcs1_t12170																		"
eco_gcs1_t09812	eco3598	yieK	b3718	49176397	"hypothetical	protein	"	"eco_gcs1_t09812;eco_gcs1_t09813																	"
eco_gcs1_t08208	eco2983	sstT	b3089	16130984	"sodium:serine/threonine	symporter	"	"eco_gcs1_t08208;eco_gcs1_t08209;eco_gcs1_t08210																	"
eco_gcs1_t11493	eco0250	mmuM	b0261	16128246	"homocysteine	methyltransferase	"	"eco_gcs1_t11493;eco_gcs1_t11494																	"
eco_gcs1_t09423	eco3455	yiaM	b3577	16131448	"predicted	transporter	"	"eco_gcs1_t09423																	"
eco_gcs1_t09851	eco3610	glmU	b3730	16131598	"bifunctional	N-acetylglucosamine-1-phosphate	uridyltransferase/glucosamine-1-phosphate	acetyltransferase	"	"eco_gcs1_t09851;eco_gcs1_t09850															"
eco_gcs1_t06059	eco2170	yfaD	b2244	16130179	"hypothetical	protein	"	"eco_gcs1_t06059;eco_gcs1_t06058;eco_gcs1_t06057;eco_gcs1_t06060																	"
eco_gcs1_t09988	eco3664	rffT	b4481	49176413	"4-alpha-L-fucosyltransferase	"	"eco_gcs1_t09988;eco_gcs1_t09989;eco_gcs1_t09987																		"
eco_gcs1_t04072	eco1479	yneJ	b1526	16129485	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t04072;eco_gcs1_t04073															"
eco_gcs1_t03251	eco1222	yciV	b1266	16129227	"hypothetical	protein	"	"eco_gcs1_t03251;eco_gcs1_t03252																	"
eco_gcs1_t10483	eco3857	yjaA	b4011	16131837	"hypothetical	protein	"	"eco_gcs1_t10483;eco_gcs1_t10482;eco_gcs1_t10484																	"
eco_gcs1_t07610	eco2753	ygeF	b2850	16130754	"hypothetical	protein	"	"eco_gcs1_t07610;eco_gcs1_t07611;eco_gcs1_t07609																	"
eco_gcs1_t09751	eco3574	dgoR	b4479	49176392	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t09751															"
eco_gcs1_t03179	eco1199	oppA	b1243	16129204	"oligopeptide	transporter	subunit	"	"eco_gcs1_t03179;eco_gcs1_t03182;eco_gcs1_t03180;eco_gcs1_t03184;eco_gcs1_t03181;eco_gcs1_t03183																"
eco_gcs1_t00218	eco0102	guaC	b0104	16128097	"guanosine	5'-monophosphate	oxidoreductase	"	"eco_gcs1_t00218;eco_gcs1_t00216;eco_gcs1_t00217																"
eco_gcs1_t11047	eco4093	yjgJ	b4251	90111712	"predicted	transcriptional	regulator	"	"eco_gcs1_t11047;eco_gcs1_t11046																"
eco_gcs1_t08200	eco2979	ygjP	b3085	90111536	"predicted	metal	dependent	hydrolase	"	"eco_gcs1_t08200;eco_gcs1_t08199															"
eco_gcs1_t06043	eco2164	yfaH	b2238	16130173	"hypothetical	protein	"	"eco_gcs1_t06043;eco_gcs1_t06044																	"
